" But cart has some errors.","しかし、カートにはエラーがあります。"
" Note: Image size affects the performance of your app."," Note: Image size affects the performance of your app."
"""Description"" is more than %d characters long","""概要"" が %d 文字超過しています。"
"""Title"" is more than %d characters long","""タイトル""が %d 文字超過しています"
"""id"" attribute is required for a ""%s"" field.","""id"" 属性はフィールド ""%s"" に必須です。"
"""line_count"" attribute is required for ""multiline"" element.","""line_count"" 属性は ""multiline"" 要素に必須です。"
"""message"" attribute is required for ""%s"" validator rule.","""message"" 属性は ""%s"" 検証ルールに必須です。"
"%1$s has been added to your wishlist.","%1$sを欲しい物リストに追加しました"
"%1$s incl tax.","%1$s 税込"
"%@ is not correct","%@ is not correct"
"%s API Key required.","%s APIキーが必要です。"
"%s Application ID required.","%s アプリケーションIDが必要です。"
"%s Secret Key required.","%s シークレットキーが必要です。"
"%s attribute is required.","%s 属性は必須です。"
"%s fields is required","%s fields is required"
"%s has been added to your cart.","%s がカートに追加されました。"
"%s id:","%s id:"
"%s was updated in your shopping cart.","%s was updated in your shopping cart."
"(Includes more countries than those listed below. As the application owner, you are responsible for complying with country-specific laws related to the distribution or sale of your application into that country, including your home country.)","(リストにあるよりも多くの国を含みたい場合は、アプリケーションの所有者であるあなたがそれぞれの国々に特有の法律について準拠する必要があります)"
"* - field is required","* - field is required"
"*Subject to change","*変更の理由"
"1. Please select type of the action:","1. Please select type of the action:"
"10:40 AM","10:40 AM"
"2. Please select a page","2. Please select a page"
"2. Type Category Name","2. Type Category Name"
"2. Type Product Name","2. Type Product Name"
"80px x 80px","80px x 80px"
"80x80 px","80x80 px"
"<a href=""%s"" target=""_blank"">Login</a> to Urabn Airship.","Urabn Airshipに<a href=""%s"" target=""_blank"">ログインする</a>"
"A Catalog Only App will not support functions such as add to cart, add to wishlist, or login.","カタログのみのアプリケーションは、カートや欲しい物リスト、ログインといった機能をサポートしません。"
"A new password has been sent.","新しいパスワードを送信しました。"
"About","About"
"Access forbidden","Access forbidden"
"Account","アカウント"
"Account Information","Account Information"
"Account Settings","Account Settings"
"Account confirmation is required. Please check your email for the confirmation link.","アカウントの確認が必要です。 お送りしたメールのリンクをご確認ください。"
"Account information has been saved.","アカウント情報を保存しました。"
"Action","アクション"
"Action type does\'t recognized","Action type does\'t recognized"
"Action type does\'t recognized.","Action type does\'t recognized."
"Action type doesn\'t recognized.","Action type doesn\'t recognized."
"Activate","有効化"
"Activate PayPal Checkout","PayPal支払いを有効にする"
"Activate PayPal MECL","PayPal MECLを有効にする"
"Activation Key","アクティベーションキー"
"Add","Add"
"Add Action","Add Action"
"Add Address from Contacts","Add Address from Contacts"
"Add App","アプリケーション追加"
"Add Custom","Add Custom"
"Add New Address","Add New Address"
"Add New Template","新しいテンプレートの追加"
"Add Page","ページの追加"
"Add To Wishlist","Add To Wishlist"
"Add a billing address","Add a billing address"
"Add a shipping address","Add a shipping address"
"Add to Cart","カートに入れる"
"Add to Wishlist","欲しい物リストに追加"
"Adding Product to Cart...","Adding Product to Cart..."
"Adding Product to WishList...","Adding Product to WishList..."
"Additional Address","追加住所"
"Additional Info","Additional Info"
"Address","住所"
"Address 2","住所2"
"Address Book","Address Book"
"Address Book Updated","Address Book Updated"
"Address Info","Address Info"
"Address book is empty","Address book is empty"
"Address data not specified.","住所が未指定です。"
"Address does not belong to this customer.","この顧客には住所がまだ登録されていません。"
"Address has been deleted.","住所を削除しました。"
"Address has been saved.","住所を保存しました。"
"Admin Application Settings","Admin Application Settings"
"Admin Mobile Application","Admin Mobile Application"
"Admin application has not been enabled","Admin application has not been enabled"
"Administrative contact for this app and for app submission issues.","アプリケーションとアプリケーション審査に関する管理者連絡先"
"Advanced Settings","拡張設定"
"After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","アプリケーションをMagentoに送信後、 <a href=""mailto:%1$s"">%1$s</a>にアプリケーションキー（アプリケーションシークレット、アプリケーションマスターシークレット）をお送りください。"
"AirMail Message Queue","エアメールメッセージキュー"
"AirMail Messages Queue","エアメールメッセージキュー"
"AirMail Template Preview","エアメールテンプレートプレビュー"
"AirMail message","エアメールメッセージ"
"AirMail templates","エアメールテンプレートプレビュー"
"All Allowed Countries","全ての許可された国"
"All Images","All Images"
"All locations","すべての場所"
"Amount","Amount"
"Amount in %@","Amount in %@"
"Amounts","Amounts"
"An account with this email address already exists.","メールアドレスはすでに登録済みです。"
"An error occurred while adding item to wishlist.","欲しい物リストに商品を追加中にエラーが発生しました。"
"An error occurred while deleting the address.","住所の削除中にエラーが発生しました。"
"An error occurred while loading categories.","カテゴリを読み込み中にエラーが発生しました。"
"An error occurred while loading category filters.","カテゴリフィルタを読み込み中にエラーが発生しました。"
"An error occurred while loading configuration.","An error occurred while loading configuration."
"An error occurred while loading localization.","An error occurred while loading localization."
"An error occurred while loading login form.","An error occurred while loading login form."
"An error occurred while loading wishlist.","欲しい物リストの読み込み中にエラーが発生しました。"
"An error occurred while processing your order. Please contact us or try again later.","ご注文の確定中にエラーが発生しました。管理者にお問い合わせいただくか、やり直してください。"
"An error occurred while processing your request.","リクエストの処理中にエラーが発生しました。"
"An error occurred while removing item from wishlist.","欲しい物リストから商品を削除中にエラーが発生しました。"
"An error occurred while removing items from wishlist.","欲しい物リストから商品を削除中にエラーが発生しました。"
"Analytics","Analytics"
"Android","Android"
"Android doesn\'t support AirMail message type.","AndroidはAirMailメッセージをサポートしていません。"
"App Background","アプリケーション背景"
"App Background (landscape mode)","アプリケーション背景 (横モード)"
"App Background (landscape mode).","アプリケーション背景 (横モード)"
"App Background (portrait mode)","アプリケーション背景 (縦モード)"
"App Background (portrait mode).","アプリケーション背景 (縦モード)。"
"App Background <br />(landscape mode)","アプリケーション背景 <br />(横モード)"
"App Background image missing.","アプリケーション背景画像が見つかりません。"
"App Code","アプリケーションコード"
"App Information","アプリケーション情報"
"App Name","アプリケーション名"
"App Stores","アプリケーションストア"
"App Submission History","アプリケーション送信履歴"
"App Title","アプリケーションタイトル"
"App code","App code"
"App code required.","アプリケーションコードが必要です。"
"App does not exist.","アプリケーションが存在していません。"
"App has been deleted.","アプリケーションを削除しました。"
"App has been saved.","アプリケーションを保存しました。"
"App has been submitted.","アプリケーションを送信しました。"
"App model not loaded.","アプリケーションモデルが読み込まれていません。"
"App with specified code does not exist.","特定のコードのアプリケーションがありません。"
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","アプリケーションの情報欄に表示されます (例: Copyright 2010 – Your Company, Inc.)"
"Application","アプリケーション"
"Application Key","アプリケーションキー"
"Application Master Secret","アプリケーションマスターパスワード"
"Application Name","アプリケーション名"
"Application Secret","アプリケーションパスワード"
"Application doesn\'t exist.","Application doesn\'t exist."
"Apply","Apply"
"Applying Coupon Code","Applying Coupon Code"
"Applying Gift Card %@","Applying Gift Card %@"
"Are you sure you want to cancel a message?","このメッセージをキャンセルしてもよろしいですか？"
"Are you sure you want to cancel selected records?","選択した行をキャンセルしてもよろしいですか？"
"Are you sure you want to delete a message?","このメッセージを削除してもよろしいですか？"
"Are you sure you want to delete selected records?","選択した行を削除してもいいですか？"
"Are you sure you want to delete this theme? This change will affect all applications.","このテーマを削除してもよろしいですか？この変更はすべてのアプリケーションに影響します。"
"Are you sure you want to do this?","実行してもよろしいですか？"
"Are you sure you want to remove this item?","このアイテムを削除してもよろしいですか？"
"Are you sure you whant to cancel a message?","このメッセージをキャンセルしてもよろしいですか？"
"Are you sure you whant to delete a message?","このメッセージを削除してもよろしいですか？"
"Are you sure you what to cancel selected records?","選択した行をキャンセルしてもよろしいですか？"
"Are you sure you what to delete selected records?","選択した行を削除してもいいですか"
"As Low As","As Low As"
"As Low Excl. Tax","As Low Excl. Tax"
"As Low Incl. Tax","As Low Incl. Tax"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial."
"As low as","同じかそれ以下"
"As low as excl. tax","As low as excl. tax"
"As low as incl. tax","As low as incl. tax"
"At last one application has to be created.","最低でも1つのアプリケーションが作成されていなければなりません。"
"At least one option should be selected","At least one option should be selected"
"Authentication complete.","認証完了"
"Authentication to %@ did failed...","Authentication to %@ did failed..."
"Average Order Amount","Average Order Amount"
"Average Orders","Average Orders"
"Average Rating","Average Rating"
"Back","戻る"
"Back to App Edit","アプリケーション編集に戻る"
"Background Color","バックエンドカラー"
"Balance","残高"
"Balance Change","残高変更"
"Balance History","残高履歴"
"Banner on Home Screen","ホーム画面のバナー"
"Banner on Home Screen (landscape mode)","ホームスクリーンバナー (横画面モード)"
"Banner on Home Screen (landscape mode) image missing.","ホームスクリーンバナー(横画面モード)が見つかりません。"
"Banner on Home Screen (portrait mode)","ホームスクリーンバナー (縦画面モード)"
"Banner on Home Screen (portrait mode) image missing.","ホームスクリーンバナー(縦画面モード)が見つかりません。"
"Banner on Home Screen <br />(landscape mode)","ホームスクリーンバナー <br />(横画面モード)"
"Banner on Home Screen <br />(portrait mode)","ホームスクリーンバナー <br />(縦画面モード)"
"Banner on Home Screen image missing.","ホームスクリーンバナーが見つかりません。"
"Banners on Home Screen","Banners on Home Screen"
"Best Sellers","Best Sellers"
"Billing","Billing"
"Billing Address","請求先住所"
"Billing address","Billing address"
"Billing address has been set.","ご請求先住所がセットされました。"
"Bundle Products","Bundle Products"
"Buy %1$s for %2$s","%1$s 点お買い上げで1点あたり %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","%1$s 点お買い上げで1点あたり %2$s (税込み %3$s) "
"Buy %1$s for %2$s each","%1$s 点お買い上げで1点あたり %2$s"
"Buy %1$s with %2$s discount each","%1$s 点お買い上げで1点あたり %2$s"
"Buy More & Save","Buy More & Save"
"Buyer country is not allowed by store.","購入国がストアで許可されていません。"
"CMS Page","CMS Page"
"CMS Pages haven\'t been found.","CMS Pages haven\'t been found."
"Cache Lifetime (seconds)","キャッシュ有効期限 (秒)"
"Cache Management","キャッシュ管理"
"Can\'t add item to shopping cart.","ショッピングカートに商品を追加できません。"
"Can\'t apply the coupon code.","クーポンコードを適用できません。"
"Can\'t copy file ""%s"" to ""%s"".","ファイルを ""%s"" に ""%s""コピーできません。"
"Can\'t create wishlist.","欲しい物リストを作成できません。"
"Can\'t delete ""%s"" theme.","テーマ ""%s"" を削除できません。"
"Can\'t load XML.","XMLをロードできません。"
"Can\'t load admin application settings.","Can\'t load admin application settings."
"Can\'t load application with id ""%s""","アプリケーションをID ""%s"" で読み込みできません"
"Can\'t load cart info.","カート情報を読み込めません。"
"Can\'t load cart.","カートド読み込めません"
"Can\'t load customer form.","顧客フォームを読み込めません。"
"Can\'t load default themes.","Can\'t load default themes."
"Can\'t load selected theme. Please check your media folder permissions.","Can\'t load selected theme. Please check your media folder permissions."
"Can\'t load template with id ""%s""","Can\'t load template with id ""%s"""
"Can\'t open submission form.","送信フォームを開けませんでした。"
"Can\'t read file ""%s"".","ファイル ""%s"" を読み込めません。"
"Can\'t remove the item.","アイテムを削除できません。"
"Can\'t reset theme.","テーマを初期化できません。"
"Can\'t save address.","Can\'t save address."
"Can\'t save the customer.","Can\'t save the customer."
"Can\'t save theme.","Can\'t save theme."
"Can\'t show configuration.","Can\'t show configuration."
"Can\'t specify product.","Can\'t specify product."
"Can\'t submit application.","アプリケーションを送信できませんでした。"
"Can\'t update cart.","Can\'t update cart."
"Can\'t write to file ""%s"".","ファイル ""%s” を書き込めませんでした。"
"Cancel","キャンセル"
"Canceled","キャンセル済"
"Canceling PayPal ...","Canceling PayPal ..."
"Cancelled","キャンセル済"
"Cannot apply gift card.","Cannot apply gift card."
"Cannot configure product.","Cannot configure product."
"Cannot load theme ""%s"".","テーマ ""%s"" を読み込めませんでした。"
"Cannot redeem Gift Card.","Cannot redeem Gift Card."
"Cannot remove gift card.","Cannot remove gift card."
"Cannot save theme ""%s"". Incorrect data received","テーマ ""%s""  を保存できません。不正なデータを受け取りました。"
"Cannot update the item.","Cannot update the item."
"Card Verification Number","カード確認番号"
"Card verification number is wrong","カード確認番号が間違っています"
"Carrier","配送業者"
"Cart","カート"
"Cart Updated","Cart Updated"
"Cart has been updated.","Cart has been updated."
"Cart has some errors.","Cart has some errors."
"Cart is empty.","Cart is empty."
"Catalog Only App?","カタログのみのアプリケーションですか？"
"Category","Category"
"Category Button Color","カテゴリボタン色"
"Category Item Background Color","カテゴリ商品背景色"
"Cc:","Cc:"
"Chairs","Chairs"
"Change Orientation","Change Orientation"
"Change Password","パスワード変更"
"Changes have been saved to theme.","Changes have been saved to theme."
"Check","Check"
"Check Gift Card","Check Gift Card"
"Check Gift Card Promo Redeemed","Check Gift Card Promo Redeemed"
"Checking Gift Card %@","Checking Gift Card %@"
"Checkout","Checkout"
"Checkout Page Registration","Checkout Page Registration"
"Checkout as Guest","Checkout as Guest"
"Checkout as Guest or Register","Checkout as Guest or Register"
"Checkout has been initialized.","Checkout has been initialized."
"Checkout initialization...","Checkout initialization..."
"Checkout initialized!","Checkout initialized!"
"Choose Store View","Choose Store View"
"Choose amount","Choose amount"
"Choose file","Choose file"
"City","市区町村"
"Clear","Clear"
"Close","Close"
"Color Themes","カラーテーマ"
"Colors","カラー"
"Commiting updates...","Commiting updates..."
"Company","会社名"
"Completed","Completed"
"Configuration data have been saved","Configuration data have been saved"
"Configure Cart Item","Configure Cart Item"
"Confirm New Password","新しいパスワードの確認"
"Confirm Password","パスワード再確認"
"Connecting","Connecting"
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate."
"Contact Email","コンタクトメールアドレス"
"Contact Information","ご連絡先"
"ContactsAreEmpty","ContactsAreEmpty"
"Container is not defined.","Container is not defined."
"Content","コンテンツ"
"Continue","Continue"
"Copyright","コピーライト"
"Copyright Page Logo","Copyright Page Logo"
"Copyright Page Logo (iPhone 4 retina)","Copyright Page Logo (iPhone 4 retina)"
"Copyright Page Logo <br />(iPhone 4 retina)","Copyright Page Logo <br />(iPhone 4 retina)"
"Copyright: Magento (c) 2010","Copyright: Magento (c) 2010"
"Countries","Countries"
"Countries Payment Applicable From","支払い可能な国"
"Country","国"
"Country options don\'t recognized for ""%s"".","Country options don\'t recognized for ""%s""."
"Coupon code %s is not valid.","クーポンコード %s は無効です。"
"Coupon code %s was applied.","クーポンコード %s を適用しました。"
"Coupon code is empty.","クーポンコードが空です。"
"Coupon code was canceled.","クーポンコードをキャンセルしました。"
"Create Account","Create Account"
"Create an Account","Create an Account"
"Creating a Template is allowed only for applications which have device type iPhone.","Creating a Template is allowed only for applications which have device type iPhone."
"Credit Card","Credit Card"
"Credit Card %s","Credit Card %s"
"Credit Card Number","クレジットカード番号"
"Credit Card Type","クレジットカード会社"
"Credit card number does not match credit card type.","Credit card number does not match credit card type."
"Cross Sells","Cross Sells"
"Current Balance: %s","Current Balance: %s"
"Current Password","現在のパスワード"
"Currently, PayPal MEP is not available for the Android application","Currently, PayPal MEP is not available for the Android application"
"Currently, the system does not support the viewing of the order detail.","Currently, the system does not support the viewing of the order detail."
"Custom App Icon","Custom App Icon"
"Custom App Icon (iPhone 4 retina)","Custom App Icon (iPhone 4 retina)"
"Custom App Icon <br />(iPhone 4 retina)","Custom App Icon <br />(iPhone 4 retina)"
"Custom Colors","カスタムカラー"
"Custom amount","Custom amount"
"Customer","Customer"
"Customer Name","Customer Name"
"Customer authentication problem.","Customer authentication problem."
"Customer balance available in enterprise version of Magento only.","Customer balance available in enterprise version of Magento only."
"Customer balance is disabled for current store","Customer balance is disabled for current store"
"Customer email not specified.","顧客のメールアドレスが未指定です。"
"Customer logout problem.","顧客ログアウト問題。"
"Customer not logged in.","Customer not logged in."
"Customers","Customers"
"DD","日"
"Date","日付"
"Date Created","作成日付"
"Date Submitted","送信日"
"Date Updated","更新日"
"Date:","Date:"
"Day","日"
"Deeper Messaging and Engagement with Rich Push.","Deeper Messaging and Engagement with Rich Push."
"Default Billing Address","標準の請求先住所"
"Default Shipping Address","標準の配送先"
"Default Theme","Default Theme"
"Default themes are missed.","Default themes are missed."
"Delete","削除"
"Delete Action","Delete Action"
"Delete theme","Delete theme"
"Deleted","Deleted"
"Description","概要"
"Description that appears in Android Market. %s chars maximum. ","Description that appears in Android Market. %s chars maximum. "
"Description that appears in the iTunes App Store. %s chars maximum. ","Description that appears in the iTunes App Store. %s chars maximum. "
"Deselect All","Deselect All"
"Design","デザイン"
"Device","デバイス"
"Device Information","Device Information"
"Device Type","デバイス種別"
"Device doesn\'t recognized","Device doesn\'t recognized"
"Device doesn\'t recognized. Unable to load a template.","Device doesn\'t recognized. Unable to load a template."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Device doesn\'t recognized: ""%s"". Unable to load a helper."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Device doesn\'t recognized: ""%s"". Unable to load preview model."
"Device type doesn\'t recognized.","Device type doesn\'t recognized."
"Discount code is empty","Discount code is empty"
"Discount:","Discount:"
"Done","Done"
"Downloadable Products Updated","Downloadable Products Updated"
"Downloads limit:","Downloads limit:"
"E-mail","E-mail"
"Edit","編集"
"Edit Action","Edit Action"
"Edit Address","Edit Address"
"Edit AirMail Message","Edit AirMail Message"
"Edit AirMail Message Queue #%s","Edit AirMail Message Queue #%s"
"Edit App ""%s""","アプリケーション ""%s"" を編集"
"Edit Filter","フィルタの編集"
"Edit Image","Edit Image"
"Edit Mail List","Edit Mail List"
"Edit Template ""%s""","Edit Template ""%s"""
"Edit filter","Edit filter"
"Edit note","Edit note"
"Either remote URL or application code was not set. Please make sure you filled all the values and try again.","Either remote URL or application code was not set. Please make sure you filled all the values and try again."
"Element with id %s already exists","Element with id %s already exists"
"Email","Eメール"
"Email Address","メールアドレス"
"Email address you provided is not valid. Please provide a valid one.","Email address you provided is not valid. Please provide a valid one."
"Email is not correct","Email is not correct"
"Email is not specified","Email is not specified"
"Enable Admin Application","Enable Admin Application"
"Enable AirMail Message Push notification","Enable AirMail Message Push notification"
"Enable Facebook","Enable Facebook"
"Enable Flurry Analytics","Enable Flurry Analytics"
"Enable Flurry Analytics for the merchant.","Enable Flurry Analytics for the merchant."
"Enable LinkedIn","Enable LinkedIn"
"Enable Standard Checkout","標準チェックアウトを有効にする"
"Enable Twitter","Enable Twitter"
"Enter Name","Enter Name"
"Enter discount code first.","Enter discount code first."
"Enter discount code if any","Enter discount code if any"
"Enter e-mail","Enter e-mail"
"Enter giftcard promo code here","Enter giftcard promo code here"
"Enter text","Enter text"
"Enter the gift card code","Enter the gift card code"
"Error","Error"
"Error Loading Configuration Format","Error Loading Configuration Format"
"Error during shortening url","Error during shortening url"
"Error message text is missed.","Error message text is missed."
"Error while processing file ""%s"".","Error while processing file ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Error while reading data from Payment Bridge. Please, try again."
"Error while reading remote data","Error while reading remote data"
"Error while uploading file ""%s"".","Error while uploading file ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","ファイル ""%s""のアップロード中にエラーが発生しました。許可されていないファイル形式です。""jpg"", ""jpeg"", ""gif"", ""png"" のみが許可されています。"
"Error.","Error."
"Excl. Tax","税別"
"Expiration Date - Month","有効期限 – 月"
"Expiration Date - Year","有効期限 – 年"
"Expires: %s","Expires: %s"
"Extend the life of your app with Urban Airship Push Notifications.","Extend the life of your app with Urban Airship Push Notifications."
"Extensions","エクステンション"
"FILTERS APPLIED","フィルタ適用済"
"Facebook","Facebook"
"Facebook API","Facebook API"
"Facebook Application ID","Facebook Application ID"
"Facebook post failed...","Facebook post failed..."
"Fax","FAX番号"
"File can\'t be uploaded.","File can\'t be uploaded."
"File doesn\'t exist ""%s"".","File doesn\'t exist ""%s""."
"Filter","Filter"
"Filters","Filters"
"First Name","名"
"Fixed amounts","Fixed amounts"
"Flurry API Code","Flurry API Code"
"Flurry Analytics","Flurry Analytics"
"Flurry Analytics Site","Flurry Analytics Site"
"Fonts","フォント"
"Forgot Password","Forgot Password"
"Forgot Password?","Forgot Password?"
"Forgot your password?","Forgot your password?"
"Form","Form"
"Free","フリー"
"From","From"
"From Excl. Tax","From Excl. Tax"
"From Incl. Tax","From Incl. Tax"
"From excl. tax","From excl. tax"
"From incl. tax","From incl. tax"
"Full Description","Full Description"
"Funk Leaf","Funk Leaf"
"Gallery","Gallery"
"General","全般"
"Generate Offline Catalog","Generate Offline Catalog"
"Get Content from CMS Page","Get Content from CMS Page"
"Gift Card ""%s"" was added.","Gift Card ""%s"" was added."
"Gift Card ""%s"" was redeemed.","Gift Card ""%s"" was redeemed."
"Gift Card ""%s"" was removed.","Gift Card ""%s"" was removed."
"Gift Card (%s)","Gift Card (%s)"
